"","Park","EcoSite","EventYear","Plot","EventPanel","Transect","Quadrat","rownumber","S.obs","S.chao1","se.chao1","S.ACE","se.ACE","simpson","shannon","invD"
"17456","BAND","P",2013,"P01","A","C","1",17456,16,136,61.9962048174298,NA,NA,0.730666666666667,1.8460720534236,3.71287128712871
"17457","BAND","P",2013,"P01","A","C","2",17457,14,105,50.5077551801041,NA,NA,0.768979591836735,1.82141745894528,4.32862190812721
"17458","BAND","P",2013,"P01","A","C","3",17458,19,190,80.6366851997278,NA,NA,0.891779549122206,2.45310707355101,9.24039765024853
"17459","BAND","P",2013,"P01","A","C","4",17459,13,91,45.0642398613991,NA,NA,0.432910076483255,1.09450475279632,1.76338876522195
"17460","BAND","P",2013,"P01","A","C","5",17460,6,21,13.4562784071759,NA,NA,0.589801789819139,1.11387648032037,2.43784583935432
"17461","BAND","P",2017,"P01","A","A","1",17461,11,66,34.8179790721212,NA,NA,0.334914741973685,0.785614254217227,1.50356662988978
"17462","BAND","P",2017,"P01","A","A","2",17462,6,21,13.4562784071759,NA,NA,0.543660820451843,1.10605441112291,2.1913524957251
"17463","BAND","P",2017,"P01","A","A","3",17463,12,78,39.8313753407846,NA,NA,0.771030283608396,1.77731442064844,4.36738978306508
"17464","BAND","P",2017,"P01","A","A","4",17464,10,55,30.0340715612362,NA,NA,0.374019662351764,0.7131655411957,1.59749426596517
"17465","BAND","P",2017,"P01","A","A","5",17465,7,28,17.1846588560844,NA,NA,0.241825777142905,0.509440591767547,1.3189580572017
"17466","BAND","P",2017,"P01","A","B","1",17466,7,28,17.1846588560844,NA,NA,0.642361841705359,1.28038171113348,2.79612221684731
"17467","BAND","P",2017,"P01","A","B","2",17467,7,28,17.1846588560844,NA,NA,0.323198216656559,0.645143218364948,1.47753747790075
"17468","BAND","P",2017,"P01","A","B","3",17468,3,6,4.28660704987056,NA,NA,0.506578658830753,0.732974738471304,2.02666548153415
"17469","BAND","P",2017,"P01","A","B","4",17469,6,21,13.4562784071759,NA,NA,0.108935564257743,0.289668153924719,1.12225329604475
"17470","BAND","P",2017,"P01","A","B","5",17470,10,55,30.0340715612362,NA,NA,0.78256989886972,1.77831561398333,4.59917920656635
"17471","BAND","P",2017,"P01","A","C","1",17471,8,36,21.202725191719,NA,NA,0.677699434764874,1.5745182617251,3.10269390706925
"17472","BAND","P",2017,"P01","A","C","2",17472,8,36,21.202725191719,NA,NA,0.594181459566075,1.09927621546975,2.46415552855407
"17473","BAND","P",2017,"P01","A","C","3",17473,8,36,21.202725191719,NA,NA,0.474385672636402,1.11152978270191,1.90253565768621
"17474","BAND","P",2017,"P01","A","C","4",17474,6,21,13.4562784071759,NA,NA,0.38824529705601,0.864054479794043,1.63464211257818
"17475","BAND","P",2017,"P01","A","C","5",17475,9,45,25.4911749434976,NA,NA,0.66586011687363,1.38440365166068,2.99275857357563
"17476","BAND","P",2019,"P01","A","A","1",17476,10,55,30.0340715612362,NA,NA,0.150571233048763,0.423793138924141,1.17726175390691
"17477","BAND","P",2019,"P01","A","A","2",17477,15,120,56.1540848914841,NA,NA,0.786096907718529,1.97008596546272,4.67501422879909
"17478","BAND","P",2019,"P01","A","A","3",17478,21,231,93.9402614818201,NA,NA,0.899935907707098,2.62936823229247,9.99359487590072
"17479","BAND","P",2019,"P01","A","A","4",17479,7,28,17.1846588560844,NA,NA,0.0819013226464674,0.232455111648157,1.08920753799859
"17480","BAND","P",2019,"P01","A","A","5",17480,15,120,56.1540848914841,NA,NA,0.637073336026796,1.4575407734558,2.75537759902323
"17481","BAND","P",2019,"P01","A","B","1",17481,9,45,25.4911749434976,NA,NA,0.333399392814977,0.791667641589344,1.50014864856317
"17482","BAND","P",2019,"P01","A","B","2",17482,11,66,34.8179790721212,NA,NA,0.580880715471376,1.13274431304966,2.38595559048227
"17483","BAND","P",2019,"P01","A","B","3",17483,11,66,34.8179790721212,NA,NA,0.700560622647641,1.43274405458194,3.33957413631431
"17484","BAND","P",2019,"P01","A","B","4",17484,9,45,25.4911749434976,NA,NA,0.594952969353617,1.17081837031399,2.46884910723621
"17485","BAND","P",2019,"P01","A","B","5",17485,14,105,50.5077551801041,NA,NA,0.889912753651603,2.36515242145433,9.08370436331256
"17486","BAND","P",2019,"P01","A","C","1",17486,16,136,61.9962048174298,NA,NA,0.369031438287324,0.96878769705968,1.58486501654796
"17487","BAND","P",2019,"P01","A","C","2",17487,11,66,34.8179790721212,NA,NA,0.301085265979121,0.718019797564178,1.43078969625804
"17488","BAND","P",2019,"P01","A","C","3",17488,13,91,45.0642398613991,NA,NA,0.853741496598639,2.08297406593146,6.83720930232558
"17489","BAND","P",2019,"P01","A","C","4",17489,14,105,50.5077551801041,NA,NA,0.88759617188966,2.32084862985534,8.89649415692821
"17490","BAND","P",2019,"P01","A","C","5",17490,11,66,34.8179790721212,NA,NA,0.417487049980159,0.872438982162227,1.7167000321039
"17491","BAND","P",2008,"P02","A","A","1",17491,10,55,30.0340715612362,NA,NA,0.609326639407898,1.30364531542907,2.55968310325641
"17492","BAND","P",2008,"P02","A","A","2",17492,10,55,30.0340715612362,NA,NA,0.403276940773785,0.968019228974314,1.67581926747849
"17493","BAND","P",2008,"P02","A","A","3",17493,11,66,34.8179790721212,NA,NA,0.744338790314675,1.69547747959517,3.9114263803681
"17494","BAND","P",2008,"P02","A","A","4",17494,12,78,39.8313753407846,NA,NA,0.789461950059453,1.86130829646509,4.74973526297211
"17495","BAND","P",2008,"P02","A","A","5",17495,12,78,39.8313753407846,NA,NA,0.66600659297138,1.46635396469705,2.99407107732013
"17496","BAND","P",2008,"P02","A","B","1",17496,15,120,56.1540848914841,NA,NA,0.872189527689754,2.31530029140127,7.82408500590319
"17497","BAND","P",2008,"P02","A","B","2",17497,11,66,34.8179790721212,NA,NA,0.501602515185739,1.14378602325875,2.00643067123959
"17498","BAND","P",2008,"P02","A","B","3",17498,15,120,56.1540848914841,NA,NA,0.628200275552999,1.53771019103629,2.68962006759783
"17499","BAND","P",2008,"P02","A","B","4",17499,11,66,34.8179790721212,NA,NA,0.697000372955405,1.62429774014083,3.30033409530508
"17500","BAND","P",2008,"P02","A","B","5",17500,8,36,21.202725191719,NA,NA,0.550120956959223,1.04157958150148,2.22281970113767
"17501","BAND","P",2008,"P02","A","C","1",17501,10,55,30.0340715612362,NA,NA,0.787491027121501,1.86802675050245,4.70568365398737
"17502","BAND","P",2008,"P02","A","C","2",17502,11,66,34.8179790721212,NA,NA,0.789108567464447,1.86171310845662,4.74177631578947
"17503","BAND","P",2008,"P02","A","C","3",17503,10,55,30.0340715612362,NA,NA,0.61248,1.44747811036074,2.58051197357556
"17504","BAND","P",2008,"P02","A","C","4",17504,10,55,30.0340715612362,NA,NA,0.720502976113788,1.52773427392455,3.57785562828432
"17505","BAND","P",2008,"P02","A","C","5",17505,12,78,39.8313753407846,NA,NA,0.851701183431953,2.15851277230955,6.74314214463841
"17506","BAND","P",2013,"P02","A","A","1",17506,12,78,39.8313753407846,NA,NA,0.452240067624683,1.12507810305749,1.82561728395062
"17507","BAND","P",2013,"P02","A","A","2",17507,10,55,30.0340715612362,NA,NA,0.370640822572418,0.784028155849594,1.58891780062279
"17508","BAND","P",2013,"P02","A","A","3",17508,13,91,45.0642398613991,NA,NA,0.413615398490041,1.08599970933689,1.70536538208024
"17509","BAND","P",2013,"P02","A","A","4",17509,13,91,45.0642398613991,NA,NA,0.827670645852464,2.00774761836116,5.80284191829485
"17510","BAND","P",2013,"P02","A","A","5",17510,16,136,61.9962048174298,NA,NA,0.606008949499254,1.5068559249915,2.53812871822607
"17511","BAND","P",2013,"P02","A","B","1",17511,12,78,39.8313753407846,NA,NA,0.800411522633745,1.84125657375818,5.01030927835052
"17512","BAND","P",2013,"P02","A","B","2",17512,8,36,21.202725191719,NA,NA,0.63905325443787,1.31713095014335,2.77049180327869
"17513","BAND","P",2013,"P02","A","B","3",17513,10,55,30.0340715612362,NA,NA,0.401132537496174,0.868406782234739,1.66981855353948
"17514","BAND","P",2013,"P02","A","B","4",17514,9,45,25.4911749434976,NA,NA,0.70639497629117,1.51321006401685,3.40593627237014
"17515","BAND","P",2013,"P02","A","B","5",17515,7,28,17.1846588560844,NA,NA,0.245830389961806,0.571764776991338,1.32596167584816
"17516","BAND","P",2013,"P02","A","C","1",17516,11,66,34.8179790721212,NA,NA,0.794666666666667,1.95362385810374,4.87012987012987
"17517","BAND","P",2013,"P02","A","C","2",17517,5,15,10.041580220928,NA,NA,0.239433325537104,0.511866138160554,1.31480912006326
"17518","BAND","P",2013,"P02","A","C","3",17518,11,66,34.8179790721212,NA,NA,0.385185185185185,0.956523219505912,1.62650602409639
"17519","BAND","P",2013,"P02","A","C","4",17519,4,10,6.97137002317335,NA,NA,0.0971799391123218,0.237621292964899,1.10764042949685
"17520","BAND","P",2013,"P02","A","C","5",17520,12,78,39.8313753407846,NA,NA,0.455729166666667,1.13053217699325,1.83732057416268
"17521","BAND","P",2017,"P02","A","A","1",17521,14,105,50.5077551801041,NA,NA,0.348024335072487,0.862841115426987,1.53379957841092
"17522","BAND","P",2017,"P02","A","A","2",17522,4,10,6.97137002317335,NA,NA,0.586025544703231,1.07015502307425,2.41560798548094
"17523","BAND","P",2017,"P02","A","A","3",17523,7,28,17.1846588560844,NA,NA,0.702550301166218,1.41711883854874,3.36191296854804
"17524","BAND","P",2017,"P02","A","A","4",17524,7,28,17.1846588560844,NA,NA,0.589583333333333,1.19013958578684,2.43654822335025
"17525","BAND","P",2017,"P02","A","A","5",17525,8,36,21.202725191719,NA,NA,0.61184,1.22189855150053,2.5762572135202
"17526","BAND","P",2017,"P02","A","B","1",17526,9,45,25.4911749434976,NA,NA,0.750743604997026,1.67356398599827,4.01193317422434
"17527","BAND","P",2017,"P02","A","B","2",17527,7,28,17.1846588560844,NA,NA,0.58264081255771,1.22622225008521,2.39601769911504
"17528","BAND","P",2017,"P02","A","B","3",17528,8,36,21.202725191719,NA,NA,0.785133136094675,1.69425183603049,4.65404475043029
"17529","BAND","P",2017,"P02","A","B","4",17529,9,45,25.4911749434976,NA,NA,0.821938168846611,1.92328349977646,5.61602671118531
"17530","BAND","P",2017,"P02","A","B","5",17530,7,28,17.1846588560844,NA,NA,0.646405938167431,1.24285019105219,2.82810179225666
"17531","BAND","P",2017,"P02","A","C","1",17531,7,28,17.1846588560844,NA,NA,0.741483739053277,1.59125777827979,3.86822862259364
"17532","BAND","P",2017,"P02","A","C","2",17532,8,36,21.202725191719,NA,NA,0.277123431963995,0.686898199376588,1.38336203470658
"17533","BAND","P",2017,"P02","A","C","3",17533,9,45,25.4911749434976,NA,NA,0.644484587145271,1.3518961396852,2.81281757089002
"17534","BAND","P",2017,"P02","A","C","4",17534,6,21,13.4562784071759,NA,NA,0.0748520710059172,0.210236299165797,1.08090821874001
"17535","BAND","P",2017,"P02","A","C","5",17535,11,66,34.8179790721212,NA,NA,0.687206738651139,1.63930433834684,3.19699981926622
"17536","BAND","P",2019,"P02","A","A","1",17536,14,105,50.5077551801041,NA,NA,0.658720558270566,1.49617767815381,2.93015012838892
"17537","BAND","P",2019,"P02","A","A","2",17537,6,21,13.4562784071759,NA,NA,0.517360988960733,1.04652188637069,2.07194192165838
"17538","BAND","P",2019,"P02","A","A","3",17538,10,55,30.0340715612362,NA,NA,0.716107864161838,1.37450449315389,3.5224646045499
"17539","BAND","P",2019,"P02","A","A","4",17539,10,55,30.0340715612362,NA,NA,0.601944198964777,1.19576178147705,2.51221059308595
"17540","BAND","P",2019,"P02","A","A","5",17540,6,21,13.4562784071759,NA,NA,0.390562381644427,0.802901846372267,1.64085702930231
"17541","BAND","P",2019,"P02","A","B","1",17541,19,190,80.6366851997278,NA,NA,0.562418619791667,1.49911259458312,2.28528919471824
"17542","BAND","P",2019,"P02","A","B","2",17542,14,105,50.5077551801041,NA,NA,0.686504977851849,1.61430007356459,3.18984331281477
"17543","BAND","P",2019,"P02","A","B","3",17543,12,78,39.8313753407846,NA,NA,0.817091355642296,1.90245142861018,5.46721016664668
"17544","BAND","P",2019,"P02","A","B","4",17544,13,91,45.0642398613991,NA,NA,0.747509358773095,1.71123505676094,3.96054283493753
"17545","BAND","P",2019,"P02","A","B","5",17545,14,105,50.5077551801041,NA,NA,0.590838786436645,1.39257065095935,2.44402442570515
"17546","BAND","P",2019,"P02","A","C","1",17546,14,105,50.5077551801041,NA,NA,0.713364944850455,1.60048582660209,3.48875680777521
"17547","BAND","P",2019,"P02","A","C","2",17547,12,78,39.8313753407846,NA,NA,0.255012140131807,0.653059933824132,1.34230375267716
"17548","BAND","P",2019,"P02","A","C","3",17548,9,45,25.4911749434976,NA,NA,0.471375381428291,0.988723712913684,1.89170153047715
"17549","BAND","P",2019,"P02","A","C","4",17549,8,36,21.202725191719,NA,NA,0.235548639631734,0.506585365707977,1.30812770026109
"17550","BAND","P",2019,"P02","A","C","5",17550,16,136,61.9962048174298,NA,NA,0.588424922577257,1.44921511718609,2.42969036478578
"17551","BAND","P",2008,"P03","A","A","1",17551,7,28,17.1846588560844,NA,NA,0.797187669010276,1.78424024036504,4.93066666666667
"17552","BAND","P",2008,"P03","A","A","2",17552,6,21,13.4562784071759,NA,NA,0.751953125,1.52603120768845,4.03149606299213
"17553","BAND","P",2008,"P03","A","A","3",17553,8,36,21.202725191719,NA,NA,0.751169525506794,1.7190319874197,4.01880035810206
"17554","BAND","P",2008,"P03","A","A","4",17554,9,45,25.4911749434976,NA,NA,0.75462962962963,1.69807026168451,4.07547169811321
"17555","BAND","P",2008,"P03","A","A","5",17555,4,10,6.97137002317335,NA,NA,0.18836291913215,0.406129034909804,1.23207776427704
"17556","BAND","P",2008,"P03","A","B","1",17556,7,28,17.1846588560844,NA,NA,0.457452897140633,0.960740557172596,1.84315793915355
"17557","BAND","P",2008,"P03","A","B","2",17557,7,28,17.1846588560844,NA,NA,0.53875236294896,1.14305367734559,2.16803278688525
"17558","BAND","P",2008,"P03","A","B","3",17558,8,36,21.202725191719,NA,NA,0.740951702859855,1.65510570490164,3.86028401282639
"17559","BAND","P",2008,"P03","A","B","4",17559,5,15,10.041580220928,NA,NA,0.691022499443083,1.30875255523725,3.2364816149964
"17560","BAND","P",2008,"P03","A","B","5",17560,8,36,21.202725191719,NA,NA,0.765927977839335,1.71989080544643,4.27218934911243
"17561","BAND","P",2008,"P03","A","C","1",17561,6,21,13.4562784071759,NA,NA,0.716134528784129,1.4665109232435,3.52279548377876
"17562","BAND","P",2008,"P03","A","C","2",17562,7,28,17.1846588560844,NA,NA,0.439738251041047,0.949188306817548,1.78488001698875
"17563","BAND","P",2008,"P03","A","C","3",17563,6,21,13.4562784071759,NA,NA,0.69873046875,1.42594019410182,3.3192868719611
"17564","BAND","P",2008,"P03","A","C","4",17564,10,55,30.0340715612362,NA,NA,0.829654310703873,1.96582974518461,5.87041564792176
"17565","BAND","P",2008,"P03","A","C","5",17565,11,66,34.8179790721212,NA,NA,0.844177742511406,2.05982805578199,6.41756842775302
"17566","BAND","P",2013,"P03","A","A","1",17566,8,36,21.202725191719,NA,NA,0.465986394557823,1.05227727863496,1.87261146496815
"17567","BAND","P",2013,"P03","A","A","2",17567,7,28,17.1846588560844,NA,NA,0.693979176097782,1.28682920408283,3.26775147928994
"17568","BAND","P",2013,"P03","A","A","3",17568,5,15,10.041580220928,NA,NA,0.194727891156463,0.408392270290333,1.24181626187962
"17569","BAND","P",2013,"P03","A","A","4",17569,8,36,21.202725191719,NA,NA,0.595941616233535,1.15509965187869,2.47488986784141
"17570","BAND","P",2013,"P03","A","A","5",17570,7,28,17.1846588560844,NA,NA,0.316143170197224,0.606133038244254,1.46229438154241
"17571","BAND","P",2013,"P03","A","B","1",17571,8,36,21.202725191719,NA,NA,0.63905325443787,1.31713095014335,2.77049180327869
"17572","BAND","P",2013,"P03","A","B","2",17572,8,36,21.202725191719,NA,NA,0.557718424626528,1.22170004680365,2.26100307062436
"17573","BAND","P",2013,"P03","A","B","3",17573,11,66,34.8179790721212,NA,NA,0.655709342560554,1.38408337147153,2.90452261306533
"17574","BAND","P",2013,"P03","A","B","4",17574,11,66,34.8179790721212,NA,NA,0.261551020408163,0.685660462148981,1.35418969710369
"17575","BAND","P",2013,"P03","A","B","5",17575,12,78,39.8313753407846,NA,NA,0.777623487403293,1.91705646377266,4.49687778768956
"17576","BAND","P",2013,"P03","A","C","1",17576,10,55,30.0340715612362,NA,NA,0.665641737750446,1.34866461634385,2.990803915752
"17577","BAND","P",2013,"P03","A","C","2",17577,5,15,10.041580220928,NA,NA,0.508543051931656,0.928218109672372,2.03476622709368
"17578","BAND","P",2013,"P03","A","C","3",17578,5,15,10.041580220928,NA,NA,0.499485596707819,0.884157660377108,1.99794450154162
"17579","BAND","P",2013,"P03","A","C","4",17579,10,55,30.0340715612362,NA,NA,0.816,1.928809007024,5.43478260869565
"17580","BAND","P",2013,"P03","A","C","5",17580,7,28,17.1846588560844,NA,NA,0.614876033057851,1.21811079829127,2.59656652360515
"17581","BAND","P",2017,"P03","A","A","1",17581,11,66,34.8179790721212,NA,NA,0.892011834319527,2.29731190083245,9.26027397260274
"17582","BAND","P",2017,"P03","A","A","2",17582,8,36,21.202725191719,NA,NA,0.265020820939917,0.648850664839577,1.36058276001619
"17583","BAND","P",2017,"P03","A","A","3",17583,9,45,25.4911749434976,NA,NA,0.542580138003319,1.2123887372087,2.18617529119725
"17584","BAND","P",2017,"P03","A","A","4",17584,9,45,25.4911749434976,NA,NA,0.5,1.10030091533599,2
"17585","BAND","P",2017,"P03","A","A","5",17585,3,6,4.28660704987056,NA,NA,0.50701674966048,0.730395820258237,2.02846648301194
"17586","BAND","P",2017,"P03","A","B","1",17586,9,45,25.4911749434976,NA,NA,0.654560377552067,1.30007758846652,2.8948618948619
"17587","BAND","P",2017,"P03","A","B","2",17587,7,28,17.1846588560844,NA,NA,0.68678459937565,1.43005602231515,3.19269102990033
"17588","BAND","P",2017,"P03","A","B","3",17588,7,28,17.1846588560844,NA,NA,0.447213610586011,0.789931044641642,1.8090170437447
"17589","BAND","P",2017,"P03","A","B","4",17589,8,36,21.202725191719,NA,NA,0.533997864008544,1.17035333556402,2.14591291061879
"17590","BAND","P",2017,"P03","A","B","5",17590,10,55,30.0340715612362,NA,NA,0.326441398865784,0.79255988390405,1.48465181547097
"17591","BAND","P",2017,"P03","A","C","1",17591,14,105,50.5077551801041,NA,NA,0.763636363636364,1.86700681630526,4.23076923076923
"17592","BAND","P",2017,"P03","A","C","2",17592,11,66,34.8179790721212,NA,NA,0.3398,0.740642672325949,1.51469251741896
"17593","BAND","P",2017,"P03","A","C","3",17593,9,45,25.4911749434976,NA,NA,0.492794130491746,0.93983268125331,1.97158601687618
"17594","BAND","P",2017,"P03","A","C","4",17594,12,78,39.8313753407846,NA,NA,0.839914294459749,2.09228380594125,6.24665391969407
"17595","BAND","P",2017,"P03","A","C","5",17595,12,78,39.8313753407846,NA,NA,0.642859818451972,1.35870573455127,2.80002097682061
"17596","BAND","P",2019,"P03","A","A","1",17596,15,120,56.1540848914841,NA,NA,0.553554939981533,1.44649169099355,2.23991726990693
"17597","BAND","P",2019,"P03","A","A","2",17597,10,55,30.0340715612362,NA,NA,0.593791991400161,1.36706517176858,2.46179292093946
"17598","BAND","P",2019,"P03","A","A","3",17598,10,55,30.0340715612362,NA,NA,0.745221592102499,1.65480286945385,3.92497938994229
"17599","BAND","P",2019,"P03","A","A","4",17599,11,66,34.8179790721212,NA,NA,0.789108567464447,1.86171310845662,4.74177631578947
"17600","BAND","P",2019,"P03","A","A","5",17600,4,10,6.97137002317335,NA,NA,0.525236127508855,0.814706454907844,2.10631022691949
"17601","BAND","P",2019,"P03","A","B","1",17601,12,78,39.8313753407846,NA,NA,0.573933102652826,1.18396226004014,2.347049269085
"17602","BAND","P",2019,"P03","A","B","2",17602,12,78,39.8313753407846,NA,NA,0.835259338887396,2.02702882281989,6.07014681892333
"17603","BAND","P",2019,"P03","A","B","3",17603,7,28,17.1846588560844,NA,NA,0.32912493496358,0.688465618160167,1.49059050204186
"17604","BAND","P",2019,"P03","A","B","4",17604,11,66,34.8179790721212,NA,NA,0.6644287109375,1.55798026206028,2.97999272462714
